synthetic_year_day,daily_net_pnl_inr,daily_trades,running_net_pnl_inr,running_peak_inr,drawdown_inr,strategy_id,execution_profile
246,-110090.61937324794,1077,-26452138.33136171,-68988.57668391535,-26383149.754677795,S01,zero_latency_spread_only_control
247,-2805.01202859605,17,-26454943.34339031,-68988.57668391535,-26385954.766706392,S01,zero_latency_spread_only_control
248,-45368.67621841629,460,-26500312.019608725,-68988.57668391535,-26431323.44292481,S01,zero_latency_spread_only_control
249,-124361.21733465864,883,-26624673.236943383,-68988.57668391535,-26555684.660259467,S01,zero_latency_spread_only_control
250,-322049.3569783073,2049,-26946722.59392169,-68988.57668391535,-26877734.017237775,S01,zero_latency_spread_only_control
251,-182183.63223512558,1180,-27128906.226156816,-68988.57668391535,-27059917.6494729,S01,zero_latency_spread_only_control
252,-87547.89966327309,623,-27216454.12582009,-68988.57668391535,-27147465.549136173,S01,zero_latency_spread_only_control
1,-83179.151826851,859,-83179.151826851,-83179.151826851,0.0,S01,retail_marketable_default
2,-84842.72017479599,753,-168021.872001647,-83179.151826851,-84842.72017479599,S01,retail_marketable_default
3,-3363.6579187355014,32,-171385.52992038248,-83179.151826851,-88206.37809353149,S01,retail_marketable_default
4,-26122.777883868413,413,-197508.3078042509,-83179.151826851,-114329.15597739989,S01,retail_marketable_default
5,-108942.75677934365,1341,-306451.06458359456,-83179.151826851,-223271.91275674355,S01,retail_marketable_default
6,-300438.8936994105,2137,-606889.958283005,-83179.151826851,-523710.80645615404,S01,retail_marketable_default
7,-10158.290362301987,107,-617048.248645307,-83179.151826851,-533869.0968184561,S01,retail_marketable_default
8,-20944.787983883434,533,-637993.0366291904,-83179.151826851,-554813.8848023395,S01,retail_marketable_default
9,-69012.41201116498,613,-707005.4486403554,-83179.151826851,-623826.2968135044,S01,retail_marketable_default
10,-149628.39820848353,1407,-856633.846848839,-83179.151826851,-773454.695021988,S01,retail_marketable_default
11,-207186.88467060286,1288,-1063820.7315194418,-83179.151826851,-980641.5796925909,S01,retail_marketable_default
12,-134295.44377067438,1903,-1198116.175290116,-83179.151826851,-1114937.023463265,S01,retail_marketable_default
13,-9125.361175932157,70,-1207241.5364660483,-83179.151826851,-1124062.3846391973,S01,retail_marketable_default
14,-56427.15102608161,867,-1263668.6874921299,-83179.151826851,-1180489.5356652788,S01,retail_marketable_default
15,-5365.930428095587,61,-1269034.6179202255,-83179.151826851,-1185855.4660933744,S01,retail_marketable_default
16,-162408.38670018534,1791,-1431443.0046204107,-83179.151826851,-1348263.8527935597,S01,retail_marketable_default
17,-5426.213964224271,34,-1436869.218584635,-83179.151826851,-1353690.066757784,S01,retail_marketable_default
18,-31609.97055622026,247,-1468479.1891408553,-83179.151826851,-1385300.0373140043,S01,retail_marketable_default
19,-9113.850291091363,108,-1477593.0394319466,-83179.151826851,-1394413.8876050955,S01,retail_marketable_default
20,-157904.6586142832,1195,-1635497.6980462298,-83179.151826851,-1552318.5462193787,S01,retail_marketable_default
21,-24278.634103400498,273,-1659776.3321496302,-83179.151826851,-1576597.180322779,S01,retail_marketable_default
22,-78778.23569962155,1219,-1738554.5678492517,-83179.151826851,-1655375.4160224006,S01,retail_marketable_default
23,-31679.683834373638,749,-1770234.2516836254,-83179.151826851,-1687055.0998567743,S01,retail_marketable_default
24,-36932.36090764877,304,-1807166.612591274,-83179.151826851,-1723987.460764423,S01,retail_marketable_default
25,-109212.06974470813,1878,-1916378.682335982,-83179.151826851,-1833199.530509131,S01,retail_marketable_default
26,-100411.58162711289,952,-2016790.263963095,-83179.151826851,-1933611.1121362438,S01,retail_marketable_default
27,-81090.25522052168,866,-2097880.5191836166,-83179.151826851,-2014701.3673567655,S01,retail_marketable_default
28,-132830.88900197868,1922,-2230711.408185595,-83179.151826851,-2147532.256358744,S01,retail_marketable_default
29,-58464.72911761486,575,-2289176.13730321,-83179.151826851,-2205996.985476359,S01,retail_marketable_default
30,-87528.44635388257,676,-2376704.5836570924,-83179.151826851,-2293525.4318302413,S01,retail_marketable_default
31,152.27737007431074,12,-2376552.306287018,-83179.151826851,-2293373.154460167,S01,retail_marketable_default
32,-7225.01049086779,1573,-2383777.316777886,-83179.151826851,-2300598.164951035,S01,retail_marketable_default
33,-136098.0479517327,1324,-2519875.3647296187,-83179.151826851,-2436696.2129027676,S01,retail_marketable_default
34,-88096.64721228048,973,-2607972.011941899,-83179.151826851,-2524792.860115048,S01,retail_marketable_default
35,-1827.6490345505904,61,-2609799.6609764495,-83179.151826851,-2526620.5091495984,S01,retail_marketable_default
36,-102004.54307820492,2051,-2711804.2040546546,-83179.151826851,-2628625.0522278035,S01,retail_marketable_default
37,-60967.60621429528,374,-2772771.8102689497,-83179.151826851,-2689592.6584420986,S01,retail_marketable_default
38,-20371.87693220232,352,-2793143.687201152,-83179.151826851,-2709964.535374301,S01,retail_marketable_default
39,-34737.999121904606,297,-2827881.686323057,-83179.151826851,-2744702.534496206,S01,retail_marketable_default
40,-34533.78809026625,245,-2862415.474413323,-83179.151826851,-2779236.322586472,S01,retail_marketable_default
41,-73964.36344323785,536,-2936379.837856561,-83179.151826851,-2853200.68602971,S01,retail_marketable_default
42,-208297.8262277642,1387,-3144677.664084325,-83179.151826851,-3061498.512257474,S01,retail_marketable_default
43,-95666.45642629481,968,-3240344.12051062,-83179.151826851,-3157164.968683769,S01,retail_marketable_default
44,-239267.96606245433,1444,-3479612.0865730746,-83179.151826851,-3396432.9347462235,S01,retail_marketable_default
45,-128167.74103199622,1519,-3607779.827605071,-83179.151826851,-3524600.67577822,S01,retail_marketable_default
46,-2817.920786436481,41,-3610597.7483915077,-83179.151826851,-3527418.5965646566,S01,retail_marketable_default
47,-177940.21798375266,1545,-3788537.96637526,-83179.151826851,-3705358.814548409,S01,retail_marketable_default
48,-80768.25844744906,776,-3869306.2248227093,-83179.151826851,-3786127.0729958583,S01,retail_marketable_default
49,-124192.81018148505,980,-3993499.0350041944,-83179.151826851,-3910319.8831773433,S01,retail_marketable_default
50,-57387.0360149923,322,-4050886.0710191866,-83179.151826851,-3967706.9191923356,S01,retail_marketable_default
51,-45893.359949921054,451,-4096779.430969108,-83179.151826851,-4013600.279142257,S01,retail_marketable_default
52,-63544.04156832321,1363,-4160323.472537431,-83179.151826851,-4077144.32071058,S01,retail_marketable_default
53,-298.23358878674225,3,-4160621.7061262177,-83179.151826851,-4077442.5542993667,S01,retail_marketable_default
54,-31666.13913571079,572,-4192287.8452619286,-83179.151826851,-4109108.6934350776,S01,retail_marketable_default
55,-19700.092179014337,340,-4211987.937440943,-83179.151826851,-4128808.785614092,S01,retail_marketable_default
56,-44807.358478978436,440,-4256795.295919921,-83179.151826851,-4173616.14409307,S01,retail_marketable_default
57,-112379.97945723595,1017,-4369175.275377157,-83179.151826851,-4285996.123550306,S01,retail_marketable_default
58,-2332.917548541129,17,-4371508.192925698,-83179.151826851,-4288329.041098847,S01,retail_marketable_default
59,-40440.93561059897,413,-4411949.128536297,-83179.151826851,-4328769.976709446,S01,retail_marketable_default
60,-86918.05359446612,844,-4498867.182130763,-83179.151826851,-4415688.030303912,S01,retail_marketable_default
61,-59452.754009836455,1917,-4558319.9361406,-83179.151826851,-4475140.784313749,S01,retail_marketable_default
62,-5927.999807542508,1025,-4564247.935948142,-83179.151826851,-4481068.784121291,S01,retail_marketable_default
63,-73074.7181772136,597,-4637322.654125355,-83179.151826851,-4554143.502298504,S01,retail_marketable_default
64,-103279.40046425733,576,-4740602.054589612,-83179.151826851,-4657422.902762761,S01,retail_marketable_default
65,-130386.04202509264,1242,-4870988.096614705,-83179.151826851,-4787808.944787854,S01,retail_marketable_default
66,-87008.4469055633,1563,-4957996.543520269,-83179.151826851,-4874817.391693418,S01,retail_marketable_default
67,-81924.87222869357,677,-5039921.415748962,-83179.151826851,-4956742.263922111,S01,retail_marketable_default
68,-23508.327755576312,165,-5063429.743504538,-83179.151826851,-4980250.591677687,S01,retail_marketable_default
69,-127741.44800613046,948,-5191171.191510669,-83179.151826851,-5107992.039683818,S01,retail_marketable_default
70,-673.5909909803297,8,-5191844.782501649,-83179.151826851,-5108665.630674798,S01,retail_marketable_default
71,-147707.86647333918,1264,-5339552.648974989,-83179.151826851,-5256373.497148138,S01,retail_marketable_default
72,-231067.3924418103,1923,-5570620.041416799,-83179.151826851,-5487440.889589948,S01,retail_marketable_default
73,-26123.022356281235,139,-5596743.06377308,-83179.151826851,-5513563.911946229,S01,retail_marketable_default
74,-26296.001559100783,564,-5623039.065332181,-83179.151826851,-5539859.91350533,S01,retail_marketable_default
75,-24005.50076543142,759,-5647044.5660976125,-83179.151826851,-5563865.414270761,S01,retail_marketable_default
76,-77118.38822469786,2016,-5724162.95432231,-83179.151826851,-5640983.802495459,S01,retail_marketable_default
77,-75390.70964167627,656,-5799553.663963987,-83179.151826851,-5716374.5121371355,S01,retail_marketable_default
78,-306381.3947476718,1604,-6105935.058711658,-83179.151826851,-6022755.906884807,S01,retail_marketable_default
79,-25355.37458004483,212,-6131290.433291703,-83179.151826851,-6048111.281464852,S01,retail_marketable_default
80,-30631.802202842944,548,-6161922.235494547,-83179.151826851,-6078743.0836676955,S01,retail_marketable_default
81,-10161.220891926987,1814,-6172083.456386474,-83179.151826851,-6088904.304559623,S01,retail_marketable_default
82,-60414.77146536222,501,-6232498.227851836,-83179.151826851,-6149319.076024985,S01,retail_marketable_default
83,-62368.64469628068,401,-6294866.872548116,-83179.151826851,-6211687.720721265,S01,retail_marketable_default
84,-143785.17979687746,745,-6438652.052344994,-83179.151826851,-6355472.900518143,S01,retail_marketable_default
85,-59093.53125655236,1225,-6497745.5836015465,-83179.151826851,-6414566.431774695,S01,retail_marketable_default
86,-103881.89825628312,1449,-6601627.48185783,-83179.151826851,-6518448.330030979,S01,retail_marketable_default
87,-79211.25145297607,1304,-6680838.733310806,-83179.151826851,-6597659.581483955,S01,retail_marketable_default
88,-5968.077826442751,160,-6686806.811137249,-83179.151826851,-6603627.659310398,S01,retail_marketable_default
89,-114422.50245116114,1695,-6801229.31358841,-83179.151826851,-6718050.161761559,S01,retail_marketable_default
90,-65810.27356586789,419,-6867039.587154278,-83179.151826851,-6783860.4353274265,S01,retail_marketable_default
91,-153787.62429101736,1353,-7020827.211445295,-83179.151826851,-6937648.059618444,S01,retail_marketable_default
92,-37356.798340165355,429,-7058184.00978546,-83179.151826851,-6975004.857958609,S01,retail_marketable_default
93,-162854.68257628524,1464,-7221038.692361746,-83179.151826851,-7137859.540534895,S01,retail_marketable_default
94,-47681.27106959547,1510,-7268719.963431342,-83179.151826851,-7185540.8116044905,S01,retail_marketable_default
95,-217149.59128239893,1168,-7485869.554713741,-83179.151826851,-7402690.40288689,S01,retail_marketable_default
96,-222537.83913893838,1570,-7708407.393852679,-83179.151826851,-7625228.242025828,S01,retail_marketable_default
97,-38985.89424840049,417,-7747393.28810108,-83179.151826851,-7664214.136274229,S01,retail_marketable_default
98,-140801.0621830126,1003,-7888194.350284092,-83179.151826851,-7805015.198457241,S01,retail_marketable_default
99,-94860.64461833458,1293,-7983054.994902426,-83179.151826851,-7899875.843075575,S01,retail_marketable_default
100,-171467.51220097006,1462,-8154522.507103397,-83179.151826851,-8071343.3552765455,S01,retail_marketable_default
101,-7237.510208457447,531,-8161760.017311854,-83179.151826851,-8078580.865485003,S01,retail_marketable_default
102,-153589.48067875108,1025,-8315349.497990605,-83179.151826851,-8232170.346163754,S01,retail_marketable_default
103,-58630.87506196361,572,-8373980.373052569,-83179.151826851,-8290801.221225718,S01,retail_marketable_default
104,-12170.211836205714,138,-8386150.584888775,-83179.151826851,-8302971.433061924,S01,retail_marketable_default
105,-164334.17685678985,1333,-8550484.761745565,-83179.151826851,-8467305.609918714,S01,retail_marketable_default
106,-1169.5770646015771,12,-8551654.338810166,-83179.151826851,-8468475.186983315,S01,retail_marketable_default
107,-113552.52764749956,1051,-8665206.866457665,-83179.151826851,-8582027.714630814,S01,retail_marketable_default
108,-1226.8875028863326,11,-8666433.753960552,-83179.151826851,-8583254.6021337,S01,retail_marketable_default
109,-176348.19121573205,2068,-8842781.945176283,-83179.151826851,-8759602.793349432,S01,retail_marketable_default
110,-34837.94196548833,184,-8877619.887141772,-83179.151826851,-8794440.73531492,S01,retail_marketable_default
111,-216456.81144992224,1288,-9094076.698591694,-83179.151826851,-9010897.546764843,S01,retail_marketable_default
112,-37905.45911342849,802,-9131982.157705123,-83179.151826851,-9048803.005878272,S01,retail_marketable_default
113,-55475.244588353926,596,-9187457.402293477,-83179.151826851,-9104278.250466626,S01,retail_marketable_default
114,-23393.438921184126,259,-9210850.84121466,-83179.151826851,-9127671.68938781,S01,retail_marketable_default
115,-117015.7454274192,698,-9327866.586642079,-83179.151826851,-9244687.434815228,S01,retail_marketable_default
116,-35198.65222128072,1412,-9363065.23886336,-83179.151826851,-9279886.087036509,S01,retail_marketable_default
117,-249110.7102456934,1580,-9612175.949109053,-83179.151826851,-9528996.797282202,S01,retail_marketable_default
118,-130650.60220727806,1299,-9742826.551316332,-83179.151826851,-9659647.399489481,S01,retail_marketable_default
119,-63661.334416163976,604,-9806487.885732496,-83179.151826851,-9723308.733905645,S01,retail_marketable_default
120,-5064.875135185828,30,-9811552.760867681,-83179.151826851,-9728373.60904083,S01,retail_marketable_default
121,-84773.86739456278,479,-9896326.628262244,-83179.151826851,-9813147.476435393,S01,retail_marketable_default
122,-11176.893566142853,92,-9907503.521828387,-83179.151826851,-9824324.370001536,S01,retail_marketable_default
123,-98576.01481311952,597,-10006079.536641506,-83179.151826851,-9922900.384814655,S01,retail_marketable_default
124,-260667.76098933013,1856,-10266747.297630837,-83179.151826851,-10183568.145803986,S01,retail_marketable_default
125,-12714.065051050211,132,-10279461.362681888,-83179.151826851,-10196282.210855037,S01,retail_marketable_default
126,-76020.05050879161,775,-10355481.41319068,-83179.151826851,-10272302.261363829,S01,retail_marketable_default
