execution_rank,gate_id,gate_name,gate_priority_rank,execution_milestone,execution_milestone_rank,execution_milestone_description,queue_rank,priority_band,strategy_id,strategy_support_level,strategy_role,work_package_focus,hardening_requirement,requirement_priority,action_class,dependency_type,dependency_status,required_threshold,observed_value,current_evidence_status,proxy_evidence_available,acceptance_requirement_met,acceptance_ready_now,hardening_status,blocking_gap,required_next_evidence,evidence_summary,evidence_source
27,G02_economic,economic,2,M01_broker_external_reconciliation,1,Broker/exchange fill provenance and contract-note/cost reconciliation prerequisites.,14,P2,S05,runnable_proxy,filter,WP8/WP10,broker_exchange_fill_provenance,1,broker_or_exchange_fill_reconciliation,external_broker_or_exchange_records,missing_required_evidence,actual broker/exchange order and fill identifiers available and reconciled,actual_fill_ready=False,missing_actual_fill_provenance,False,False,False,missing_required_acceptance_evidence,"No actual broker/exchange fill identifiers, prices or quantities are present in current proxy evidence.",Capture/import broker order/fill records and map them to strategy decisions and lifecycle state.,net_positive_rows=1; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
28,G02_economic,economic,2,M01_broker_external_reconciliation,1,Broker/exchange fill provenance and contract-note/cost reconciliation prerequisites.,14,P2,S05,runnable_proxy,filter,WP8/WP10,contract_note_reconciliation,2,broker_contract_note_reconciliation,external_broker_contract_notes_or_documented_synthetic_substitute,proxy_to_upgrade,broker contract-note charges and net obligation reconcile to strategy P&L,broker_contract_ready=False; missing_items=13; strategy_ready=False,proxy_formula_ready_contract_note_missing,True,False,False,proxy_evidence_needs_acceptance_upgrade,"Contract-note fields are missing, so realized cost/P&L reconciliation is not acceptance-grade.","Reconcile brokerage, STT, exchange transaction charge, SEBI charge, stamp duty, GST and net obligation to broker notes.",net_positive_rows=1; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
29,G02_economic,economic,2,M01_broker_external_reconciliation,1,Broker/exchange fill provenance and contract-note/cost reconciliation prerequisites.,15,P2,S07,runnable_proxy,priority,WP8/WP10,broker_exchange_fill_provenance,1,broker_or_exchange_fill_reconciliation,external_broker_or_exchange_records,missing_required_evidence,actual broker/exchange order and fill identifiers available and reconciled,actual_fill_ready=False,missing_actual_fill_provenance,False,False,False,missing_required_acceptance_evidence,"No actual broker/exchange fill identifiers, prices or quantities are present in current proxy evidence.",Capture/import broker order/fill records and map them to strategy decisions and lifecycle state.,net_positive_rows=0; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
30,G02_economic,economic,2,M01_broker_external_reconciliation,1,Broker/exchange fill provenance and contract-note/cost reconciliation prerequisites.,15,P2,S07,runnable_proxy,priority,WP8/WP10,contract_note_reconciliation,2,broker_contract_note_reconciliation,external_broker_contract_notes_or_documented_synthetic_substitute,proxy_to_upgrade,broker contract-note charges and net obligation reconcile to strategy P&L,broker_contract_ready=False; missing_items=13; strategy_ready=False,proxy_formula_ready_contract_note_missing,True,False,False,proxy_evidence_needs_acceptance_upgrade,"Contract-note fields are missing, so realized cost/P&L reconciliation is not acceptance-grade.","Reconcile brokerage, STT, exchange transaction charge, SEBI charge, stamp duty, GST and net obligation to broker notes.",net_positive_rows=0; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
31,G02_economic,economic,2,M01_broker_external_reconciliation,1,Broker/exchange fill provenance and contract-note/cost reconciliation prerequisites.,16,P2,S09,runnable_proxy,benchmark,WP8/WP10,broker_exchange_fill_provenance,1,broker_or_exchange_fill_reconciliation,external_broker_or_exchange_records,missing_required_evidence,actual broker/exchange order and fill identifiers available and reconciled,actual_fill_ready=False,missing_actual_fill_provenance,False,False,False,missing_required_acceptance_evidence,"No actual broker/exchange fill identifiers, prices or quantities are present in current proxy evidence.",Capture/import broker order/fill records and map them to strategy decisions and lifecycle state.,net_positive_rows=0; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
32,G02_economic,economic,2,M01_broker_external_reconciliation,1,Broker/exchange fill provenance and contract-note/cost reconciliation prerequisites.,16,P2,S09,runnable_proxy,benchmark,WP8/WP10,contract_note_reconciliation,2,broker_contract_note_reconciliation,external_broker_contract_notes_or_documented_synthetic_substitute,proxy_to_upgrade,broker contract-note charges and net obligation reconcile to strategy P&L,broker_contract_ready=False; missing_items=13; strategy_ready=False,proxy_formula_ready_contract_note_missing,True,False,False,proxy_evidence_needs_acceptance_upgrade,"Contract-note fields are missing, so realized cost/P&L reconciliation is not acceptance-grade.","Reconcile brokerage, STT, exchange transaction charge, SEBI charge, stamp duty, GST and net obligation to broker notes.",net_positive_rows=0; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
33,G02_economic,economic,2,M01_broker_external_reconciliation,1,Broker/exchange fill provenance and contract-note/cost reconciliation prerequisites.,17,P2,S03,partial_missing_required_features,priority,WP8/WP10,broker_exchange_fill_provenance,1,broker_or_exchange_fill_reconciliation,external_broker_or_exchange_records,missing_required_evidence,actual broker/exchange order and fill identifiers available and reconciled,actual_fill_ready=False,missing_actual_fill_provenance,False,False,False,missing_required_acceptance_evidence,"No actual broker/exchange fill identifiers, prices or quantities are present in current proxy evidence.",Capture/import broker order/fill records and map them to strategy decisions and lifecycle state.,net_positive_rows=1; retail_stress_positive_rows=1; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
34,G02_economic,economic,2,M01_broker_external_reconciliation,1,Broker/exchange fill provenance and contract-note/cost reconciliation prerequisites.,17,P2,S03,partial_missing_required_features,priority,WP8/WP10,contract_note_reconciliation,2,broker_contract_note_reconciliation,external_broker_contract_notes_or_documented_synthetic_substitute,proxy_to_upgrade,broker contract-note charges and net obligation reconcile to strategy P&L,broker_contract_ready=False; missing_items=13; strategy_ready=False,proxy_formula_ready_contract_note_missing,True,False,False,proxy_evidence_needs_acceptance_upgrade,"Contract-note fields are missing, so realized cost/P&L reconciliation is not acceptance-grade.","Reconcile brokerage, STT, exchange transaction charge, SEBI charge, stamp duty, GST and net obligation to broker notes.",net_positive_rows=1; retail_stress_positive_rows=1; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
35,G02_economic,economic,2,M01_broker_external_reconciliation,1,Broker/exchange fill provenance and contract-note/cost reconciliation prerequisites.,18,P2,S04,partial_missing_required_features,priority,WP8/WP10,broker_exchange_fill_provenance,1,broker_or_exchange_fill_reconciliation,external_broker_or_exchange_records,missing_required_evidence,actual broker/exchange order and fill identifiers available and reconciled,actual_fill_ready=False,missing_actual_fill_provenance,False,False,False,missing_required_acceptance_evidence,"No actual broker/exchange fill identifiers, prices or quantities are present in current proxy evidence.",Capture/import broker order/fill records and map them to strategy decisions and lifecycle state.,net_positive_rows=0; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
36,G02_economic,economic,2,M01_broker_external_reconciliation,1,Broker/exchange fill provenance and contract-note/cost reconciliation prerequisites.,18,P2,S04,partial_missing_required_features,priority,WP8/WP10,contract_note_reconciliation,2,broker_contract_note_reconciliation,external_broker_contract_notes_or_documented_synthetic_substitute,proxy_to_upgrade,broker contract-note charges and net obligation reconcile to strategy P&L,broker_contract_ready=False; missing_items=13; strategy_ready=False,proxy_formula_ready_contract_note_missing,True,False,False,proxy_evidence_needs_acceptance_upgrade,"Contract-note fields are missing, so realized cost/P&L reconciliation is not acceptance-grade.","Reconcile brokerage, STT, exchange transaction charge, SEBI charge, stamp duty, GST and net obligation to broker notes.",net_positive_rows=0; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
37,G02_economic,economic,2,M01_broker_external_reconciliation,1,Broker/exchange fill provenance and contract-note/cost reconciliation prerequisites.,19,P2,S06,partial_missing_required_features,priority,WP8/WP10,broker_exchange_fill_provenance,1,broker_or_exchange_fill_reconciliation,external_broker_or_exchange_records,missing_required_evidence,actual broker/exchange order and fill identifiers available and reconciled,actual_fill_ready=False,missing_actual_fill_provenance,False,False,False,missing_required_acceptance_evidence,"No actual broker/exchange fill identifiers, prices or quantities are present in current proxy evidence.",Capture/import broker order/fill records and map them to strategy decisions and lifecycle state.,net_positive_rows=1; retail_stress_positive_rows=0; stressed_positive_rows=0; risk_adjusted_joint_pass_rows=0; missing_reconciliation_items=13,outputs/phase12/execution_summary.csv; outputs/phase12/cost_schedule.csv; outputs/phase16/economic_viability_frontier.csv; outputs/phase16/risk_adjusted_economic_frontier.csv; outputs/phase16/broker_reconciliation_readiness.csv; outputs/phase16/economic_reconciliation_strategy_summary.csv
