shock_id,counterfactual_group,variant,quarter_profile,scenario_day,trade_date,regime_code,regime_family,scope,target,shock_type,required_l2_effects,evidence_label,start_time,duration_minutes,price_jump_bps,drift_after_jump_bps,volatility_multiplier,event_rate_multiplier,spread_multiplier,depth_multiplier_bid,depth_multiplier_ask,buy_sell_flow_bias,correlation_multiplier,recovery_half_life_minutes,reversal_probability
Q-A-005-D07-T-ITC-negative_shock,Q-A-005-D07-ITC,negative_shock,Q-A,5,2026-07-20,D07,Sell-off/panic,ticker,ITC,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,20,-317.63,-30.2273,4.6477,2.1829,2.103,0.3842,0.661,-0.645,2.8019,60,0.2709
Q-A-005-D07-T-ITC-quick_recovery,Q-A-005-D07-ITC,quick_recovery,Q-A,5,2026-07-20,D07,Sell-off/panic,ticker,ITC,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:30:00,15,-238.7729,143.2637,3.3861,3.668,3.1129,0.2596,0.6073,-0.276,2.8003,10,0.6446
Q-A-005-D07-T-ITC-continuation,Q-A-005-D07-ITC,continuation,Q-A,5,2026-07-20,D07,Sell-off/panic,ticker,ITC,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,45,-199.3986,-89.7294,4.2703,3.3453,3.181,0.2417,0.7067,-0.7267,3.0447,120,0.2335
Q-A-005-D07-T-JUNIORBEES-positive_shock,Q-A-005-D07-JUNIORBEES,positive_shock,Q-A,5,2026-07-20,D07,Sell-off/panic,ticker,JUNIORBEES,false_breakout_depth_withdrawal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,12:15:00,30,256.6488,41.3165,2.9722,2.5334,4.0222,0.5583,0.4551,0.6614,2.4559,30,0.2083
Q-A-005-D07-T-JUNIORBEES-negative_shock,Q-A-005-D07-JUNIORBEES,negative_shock,Q-A,5,2026-07-20,D07,Sell-off/panic,ticker,JUNIORBEES,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:45:00,45,-211.1656,-3.7828,3.9046,3.5285,2.316,0.3156,0.5817,-0.8179,2.8341,45,0.3711
Q-A-005-D07-T-JUNIORBEES-quick_recovery,Q-A-005-D07-JUNIORBEES,quick_recovery,Q-A,5,2026-07-20,D07,Sell-off/panic,ticker,JUNIORBEES,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:30:00,20,-70.8842,42.5305,6.1008,2.8658,4.1541,0.4986,0.6066,-0.655,3.0094,15,0.6686
Q-A-005-D07-T-JUNIORBEES-continuation,Q-A-005-D07-JUNIORBEES,continuation,Q-A,5,2026-07-20,D07,Sell-off/panic,ticker,JUNIORBEES,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:45:00,30,-137.9424,-62.0741,5.087,2.796,2.0631,0.3786,0.7147,-0.8285,1.7032,60,0.1616
Q-A-018-D17-T-ADANIPORTS-positive_shock,Q-A-018-D17-ADANIPORTS,positive_shock,Q-A,18,2026-08-06,D17,Stock-specific dispersion,ticker,ADANIPORTS,earnings_beat,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,10:45:00,20,101.0591,3.9727,2.6381,3.1871,2.7104,0.7872,0.5068,0.509,0.8341,45,0.4878
Q-A-018-D17-T-ADANIPORTS-negative_shock,Q-A-018-D17-ADANIPORTS,negative_shock,Q-A,18,2026-08-06,D17,Stock-specific dispersion,ticker,ADANIPORTS,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:45:00,30,-143.8462,-13.517,2.4587,2.7373,1.3891,0.424,0.7332,-0.6839,0.7374,60,0.3242
Q-A-018-D17-T-ADANIPORTS-quick_recovery,Q-A-018-D17-ADANIPORTS,quick_recovery,Q-A,18,2026-08-06,D17,Stock-specific dispersion,ticker,ADANIPORTS,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,30,-123.2289,73.9374,1.8549,1.9378,1.8875,0.4256,1.0072,-0.7128,0.564,10,0.7955
Q-A-018-D17-T-ADANIPORTS-continuation,Q-A-018-D17-ADANIPORTS,continuation,Q-A,18,2026-08-06,D17,Stock-specific dispersion,ticker,ADANIPORTS,earnings_beat,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:45:00,45,61.9857,27.8936,3.2465,1.5525,1.7827,0.9679,0.6374,0.5858,0.5858,45,0.1138
Q-A-018-D17-T-BAJAJ-AUTO-positive_shock,Q-A-018-D17-BAJAJ-AUTO,positive_shock,Q-A,18,2026-08-06,D17,Stock-specific dispersion,ticker,BAJAJ-AUTO,earnings_miss,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:45:00,20,77.7363,5.3689,3.6384,1.6069,2.3394,1.123,0.6919,0.2583,0.811,60,0.2099
Q-A-018-D17-T-BAJAJ-AUTO-negative_shock,Q-A-018-D17-BAJAJ-AUTO,negative_shock,Q-A,18,2026-08-06,D17,Stock-specific dispersion,ticker,BAJAJ-AUTO,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,60,-94.8352,14.704,1.9725,2.5874,2.4077,0.7078,1.0856,-0.2528,0.8261,60,0.247
Q-A-018-D17-T-BAJAJ-AUTO-quick_recovery,Q-A-018-D17-BAJAJ-AUTO,quick_recovery,Q-A,18,2026-08-06,D17,Stock-specific dispersion,ticker,BAJAJ-AUTO,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,20,-50.5044,30.3027,3.2171,2.7029,1.4829,0.3387,0.8268,-0.2704,0.7754,5,0.7034
Q-A-018-D17-T-BAJAJ-AUTO-continuation,Q-A-018-D17-BAJAJ-AUTO,continuation,Q-A,18,2026-08-06,D17,Stock-specific dispersion,ticker,BAJAJ-AUTO,earnings_miss,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,12:15:00,45,24.7421,11.134,2.9155,2.4502,2.3935,1.0669,0.4263,0.8076,0.5819,90,0.0907
Q-A-018-D17-T-BANKBEES-positive_shock,Q-A-018-D17-BANKBEES,positive_shock,Q-A,18,2026-08-06,D17,Stock-specific dispersion,ticker,BANKBEES,guidance_change,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:45:00,30,34.6544,3.7869,2.1783,3.1852,1.2927,0.9195,0.7247,0.5473,0.7812,45,0.3222
Q-A-018-D17-T-BANKBEES-negative_shock,Q-A-018-D17-BANKBEES,negative_shock,Q-A,18,2026-08-06,D17,Stock-specific dispersion,ticker,BANKBEES,guidance_change,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,20,-138.962,-15.0798,2.6457,2.9767,1.7965,0.4582,0.7281,-0.3731,0.5978,45,0.501
Q-A-018-D17-T-BANKBEES-quick_recovery,Q-A-018-D17-BANKBEES,quick_recovery,Q-A,18,2026-08-06,D17,Stock-specific dispersion,ticker,BANKBEES,guidance_change,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,20,-41.9858,25.1915,2.569,2.676,1.6921,0.6286,0.7148,-0.4459,0.7227,15,0.5958
Q-A-018-D17-T-BANKBEES-continuation,Q-A-018-D17-BANKBEES,continuation,Q-A,18,2026-08-06,D17,Stock-specific dispersion,ticker,BANKBEES,guidance_change,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,10:45:00,45,43.0263,19.3618,3.7388,1.9459,2.5686,0.8093,0.3745,0.7521,0.5972,120,0.2337
Q-A-018-D17-T-BHARTIARTL-positive_shock,Q-A-018-D17-BHARTIARTL,positive_shock,Q-A,18,2026-08-06,D17,Stock-specific dispersion,ticker,BHARTIARTL,regulatory_action,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:45:00,30,119.4435,-11.6577,2.4334,1.6528,1.5588,0.8114,0.6799,0.3635,0.5821,15,0.4967
Q-A-018-D17-T-BHARTIARTL-negative_shock,Q-A-018-D17-BHARTIARTL,negative_shock,Q-A,18,2026-08-06,D17,Stock-specific dispersion,ticker,BHARTIARTL,regulatory_action,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,20,-60.7014,2.0902,2.976,1.5726,2.624,0.6509,0.8183,-0.4829,0.731,30,0.4347
Q-A-018-D17-T-BHARTIARTL-quick_recovery,Q-A-018-D17-BHARTIARTL,quick_recovery,Q-A,18,2026-08-06,D17,Stock-specific dispersion,ticker,BHARTIARTL,regulatory_action,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:30:00,30,-60.0665,36.0399,3.2839,2.7222,2.081,0.6531,0.9511,-0.7244,0.951,15,0.6204
Q-A-018-D17-T-BHARTIARTL-continuation,Q-A-018-D17-BHARTIARTL,continuation,Q-A,18,2026-08-06,D17,Stock-specific dispersion,ticker,BHARTIARTL,regulatory_action,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:45:00,45,101.0788,45.4855,2.2143,2.5545,1.6122,1.1147,0.4639,0.4745,0.5655,45,0.2311
Q-A-018-D17-T-BPCL-positive_shock,Q-A-018-D17-BPCL,positive_shock,Q-A,18,2026-08-06,D17,Stock-specific dispersion,ticker,BPCL,block_volume_burst,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,12:15:00,45,50.2104,-7.9955,1.8735,2.8699,2.6564,0.7321,0.3413,0.6232,0.7539,45,0.437
Q-A-018-D17-T-BPCL-negative_shock,Q-A-018-D17-BPCL,negative_shock,Q-A,18,2026-08-06,D17,Stock-specific dispersion,ticker,BPCL,block_volume_burst,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:45:00,45,-90.8002,-2.7411,2.3435,2.2912,1.2764,0.6941,0.8222,-0.5569,0.8463,15,0.4576
Q-A-018-D17-T-BPCL-quick_recovery,Q-A-018-D17-BPCL,quick_recovery,Q-A,18,2026-08-06,D17,Stock-specific dispersion,ticker,BPCL,block_volume_burst,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:30:00,20,-89.9693,53.9816,3.6092,2.4034,1.2903,0.4238,0.7233,-0.6871,0.6651,5,0.7506
Q-A-018-D17-T-BPCL-continuation,Q-A-018-D17-BPCL,continuation,Q-A,18,2026-08-06,D17,Stock-specific dispersion,ticker,BPCL,block_volume_burst,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,12:15:00,20,86.6734,39.003,3.7131,2.9467,2.0397,0.9446,0.742,0.3724,0.9548,90,0.0895
Q-A-028-D12-M-no_shock,Q-A-028-D12,no_shock,Q-A,28,2026-08-20,D12,Event day,market,ALL,scheduled_event_decision,pre-event lull;two-sided volatility;directional follow-through or fade,synthetic_shock_design,14:00:00,30,0.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.2,60,0.5475
Q-A-028-D12-M-positive_shock,Q-A-028-D12,positive_shock,Q-A,28,2026-08-20,D12,Event day,market,ALL,scheduled_event_decision,pre-event lull;two-sided volatility;directional follow-through or fade,synthetic_shock_design,10:30:00,60,13.2211,1.5823,3.7557,2.0211,2.0529,0.7468,0.3853,0.7406,2.0889,45,0.5
Q-A-028-D12-M-negative_shock,Q-A-028-D12,negative_shock,Q-A,28,2026-08-20,D12,Event day,market,ALL,scheduled_event_decision,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,11:45:00,90,-48.68,6.1405,2.5356,3.0214,2.3529,0.5678,0.793,-0.7554,2.1481,15,0.5025
Q-A-028-D12-M-quick_recovery,Q-A-028-D12,quick_recovery,Q-A,28,2026-08-20,D12,Event day,market,ALL,scheduled_event_decision,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:00:00,45,-47.8597,28.7158,3.1085,2.9734,2.1391,0.4481,0.8672,-0.4261,1.9919,5,0.5968
Q-A-028-D12-M-continuation,Q-A-028-D12,continuation,Q-A,28,2026-08-20,D12,Event day,market,ALL,scheduled_event_decision,pre-event lull;two-sided volatility;directional follow-through or fade,synthetic_shock_design,13:15:00,30,108.7212,48.9245,3.3584,3.2652,2.6263,0.8311,0.5672,0.3333,1.5003,120,0.1278
Q-A-028-D12-T-ADANIPORTS-positive_shock,Q-A-028-D12-ADANIPORTS,positive_shock,Q-A,28,2026-08-20,D12,Event day,ticker,ADANIPORTS,earnings_miss,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:00:00,30,174.5912,13.8484,3.887,3.3903,2.9124,0.8542,0.5225,0.4657,1.8868,30,0.4085
Q-A-028-D12-T-ADANIPORTS-negative_shock,Q-A-028-D12-ADANIPORTS,negative_shock,Q-A,28,2026-08-20,D12,Event day,ticker,ADANIPORTS,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,45,-44.8589,7.6621,2.5439,1.8017,1.7904,0.6234,0.9417,-0.6204,1.511,30,0.5096
Q-A-028-D12-T-ADANIPORTS-quick_recovery,Q-A-028-D12-ADANIPORTS,quick_recovery,Q-A,28,2026-08-20,D12,Event day,ticker,ADANIPORTS,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:15:00,60,-100.6444,60.3866,4.2313,2.5853,2.4724,0.4527,0.9145,-0.3238,1.227,15,0.6124
Q-A-028-D12-T-ADANIPORTS-continuation,Q-A-028-D12-ADANIPORTS,continuation,Q-A,28,2026-08-20,D12,Event day,ticker,ADANIPORTS,earnings_miss,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:00:00,45,50.6762,22.8043,3.269,2.0682,2.7416,0.6496,0.4301,0.5924,1.9524,45,0.2175
Q-A-028-D12-T-BAJAJ-AUTO-positive_shock,Q-A-028-D12-BAJAJ-AUTO,positive_shock,Q-A,28,2026-08-20,D12,Event day,ticker,BAJAJ-AUTO,guidance_change,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,11:45:00,45,107.0672,15.4292,2.4505,2.079,2.4543,0.8904,0.5107,0.3562,1.8425,60,0.4784
Q-A-028-D12-T-BAJAJ-AUTO-negative_shock,Q-A-028-D12-BAJAJ-AUTO,negative_shock,Q-A,28,2026-08-20,D12,Event day,ticker,BAJAJ-AUTO,guidance_change,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,45,-41.3193,3.0566,2.1778,3.5657,1.3948,0.3051,0.6786,-0.3621,1.9288,60,0.2557
Q-A-028-D12-T-BAJAJ-AUTO-quick_recovery,Q-A-028-D12-BAJAJ-AUTO,quick_recovery,Q-A,28,2026-08-20,D12,Event day,ticker,BAJAJ-AUTO,guidance_change,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,60,-36.4578,21.8747,2.2874,2.8315,1.4419,0.4093,0.8497,-0.687,1.349,10,0.7255
Q-A-028-D12-T-BAJAJ-AUTO-continuation,Q-A-028-D12-BAJAJ-AUTO,continuation,Q-A,28,2026-08-20,D12,Event day,ticker,BAJAJ-AUTO,guidance_change,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,10:30:00,45,55.3147,24.8916,3.9656,3.6352,2.7626,0.749,0.6677,0.4365,1.5342,120,0.1201
Q-A-032-D20-M-no_shock,Q-A-032-D20,no_shock,Q-A,32,2026-08-26,D20,Shock-and-normalize,market,ALL,shock_and_normalize,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:00:00,90,0.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.55,15,0.2401
Q-A-032-D20-M-positive_shock,Q-A-032-D20,positive_shock,Q-A,32,2026-08-26,D20,Shock-and-normalize,market,ALL,shock_and_normalize,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:00:00,60,56.0328,10.9239,3.6555,3.3005,3.2257,0.6046,0.2506,0.8177,2.0279,45,0.5272
Q-A-032-D20-M-negative_shock,Q-A-032-D20,negative_shock,Q-A,32,2026-08-26,D20,Shock-and-normalize,market,ALL,shock_and_normalize,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,60,-206.9513,35.0857,3.9609,3.9944,2.8832,0.5547,0.7657,-0.322,2.7359,30,0.3492
Q-A-032-D20-M-quick_recovery,Q-A-032-D20,quick_recovery,Q-A,32,2026-08-26,D20,Shock-and-normalize,market,ALL,shock_and_normalize,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,90,-160.5858,96.3515,4.1382,3.318,3.7926,0.4614,0.7746,-0.6418,2.7779,5,0.6005
Q-A-032-D20-M-continuation,Q-A-032-D20,continuation,Q-A,32,2026-08-26,D20,Shock-and-normalize,market,ALL,shock_and_normalize,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:00:00,30,-129.5413,-58.2936,3.9433,3.7328,2.9497,0.3735,0.5513,-0.8477,2.615,90,0.1527
Q-A-032-D20-T-ADANIPORTS-positive_shock,Q-A-032-D20-ADANIPORTS,positive_shock,Q-A,32,2026-08-26,D20,Shock-and-normalize,ticker,ADANIPORTS,headline_rumor_reversal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,10:30:00,45,151.5995,-16.0633,4.8981,2.7713,2.2477,0.7227,0.2943,0.627,2.6284,15,0.4802
Q-A-032-D20-T-ADANIPORTS-negative_shock,Q-A-032-D20-ADANIPORTS,negative_shock,Q-A,32,2026-08-26,D20,Shock-and-normalize,ticker,ADANIPORTS,headline_rumor_reversal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,45,-143.012,-12.2524,4.9347,3.3397,2.1998,0.3527,0.8162,-0.5222,1.8929,60,0.4328
Q-A-032-D20-T-ADANIPORTS-quick_recovery,Q-A-032-D20-ADANIPORTS,quick_recovery,Q-A,32,2026-08-26,D20,Shock-and-normalize,ticker,ADANIPORTS,headline_rumor_reversal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:00:00,90,-173.0974,103.8584,4.7581,2.7582,2.9164,0.5269,0.5954,-0.5367,2.0237,15,0.8106
Q-A-032-D20-T-ADANIPORTS-continuation,Q-A-032-D20-ADANIPORTS,continuation,Q-A,32,2026-08-26,D20,Shock-and-normalize,ticker,ADANIPORTS,headline_rumor_reversal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,11:45:00,90,-82.0415,-36.9187,5.265,3.5439,3.953,0.5131,0.6653,-0.2992,1.8745,45,0.2084
Q-A-032-D20-T-BAJAJ-AUTO-positive_shock,Q-A-032-D20-BAJAJ-AUTO,positive_shock,Q-A,32,2026-08-26,D20,Shock-and-normalize,ticker,BAJAJ-AUTO,liquidity_disappearance,visible depth thinning;spread widening;stale pockets;replenishment test,synthetic_shock_design,14:00:00,90,222.1314,-39.517,5.1666,3.5663,3.4728,0.5878,0.4993,0.6251,2.5663,45,0.5355
Q-A-032-D20-T-BAJAJ-AUTO-negative_shock,Q-A-032-D20-BAJAJ-AUTO,negative_shock,Q-A,32,2026-08-26,D20,Shock-and-normalize,ticker,BAJAJ-AUTO,liquidity_disappearance,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:00:00,45,-178.4004,3.8798,3.9353,2.6917,2.0357,0.4129,0.6916,-0.5034,2.0655,60,0.2468
Q-A-032-D20-T-BAJAJ-AUTO-quick_recovery,Q-A-032-D20-BAJAJ-AUTO,quick_recovery,Q-A,32,2026-08-26,D20,Shock-and-normalize,ticker,BAJAJ-AUTO,liquidity_disappearance,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,60,-109.1361,65.4817,3.6278,3.996,2.8049,0.3326,0.5968,-0.5784,2.0325,15,0.73
Q-A-032-D20-T-BAJAJ-AUTO-continuation,Q-A-032-D20-BAJAJ-AUTO,continuation,Q-A,32,2026-08-26,D20,Shock-and-normalize,ticker,BAJAJ-AUTO,liquidity_disappearance,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,11:45:00,90,-295.1746,-132.8286,3.1663,3.5231,2.8869,0.4158,0.7605,-0.3871,2.3985,60,0.1391
Q-A-032-D20-T-BANKBEES-positive_shock,Q-A-032-D20-BANKBEES,positive_shock,Q-A,32,2026-08-26,D20,Shock-and-normalize,ticker,BANKBEES,sharp_move_absorption,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:00:00,60,189.0631,-28.1111,4.7767,3.4204,2.5831,0.7625,0.3552,0.3321,1.7424,30,0.4482
Q-A-032-D20-T-BANKBEES-negative_shock,Q-A-032-D20-BANKBEES,negative_shock,Q-A,32,2026-08-26,D20,Shock-and-normalize,ticker,BANKBEES,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:00:00,60,-269.4375,22.4331,5.1068,1.8495,3.5727,0.3871,0.5433,-0.4771,2.5825,45,0.4486
Q-A-032-D20-T-BANKBEES-quick_recovery,Q-A-032-D20-BANKBEES,quick_recovery,Q-A,32,2026-08-26,D20,Shock-and-normalize,ticker,BANKBEES,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:15:00,45,-163.5437,98.1262,2.963,3.78,3.9041,0.4618,0.8378,-0.3735,2.1303,5,0.8045
Q-A-032-D20-T-BANKBEES-continuation,Q-A-032-D20-BANKBEES,continuation,Q-A,32,2026-08-26,D20,Shock-and-normalize,ticker,BANKBEES,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:00:00,90,-24.7791,-11.1506,5.1493,2.7235,2.5338,0.2812,0.8308,-0.6715,1.6338,45,0.1464
Q-A-032-D20-T-BHARTIARTL-positive_shock,Q-A-032-D20-BHARTIARTL,positive_shock,Q-A,32,2026-08-26,D20,Shock-and-normalize,ticker,BHARTIARTL,false_breakout_depth_withdrawal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:15:00,30,101.6498,15.245,4.8127,2.535,3.7003,0.6068,0.3781,0.5114,2.524,60,0.4387
Q-A-032-D20-T-BHARTIARTL-negative_shock,Q-A-032-D20-BHARTIARTL,negative_shock,Q-A,32,2026-08-26,D20,Shock-and-normalize,ticker,BHARTIARTL,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:15:00,90,-112.8148,0.3165,4.8127,2.7402,2.4928,0.4211,0.5847,-0.6209,2.7127,15,0.4239
Q-A-032-D20-T-BHARTIARTL-quick_recovery,Q-A-032-D20-BHARTIARTL,quick_recovery,Q-A,32,2026-08-26,D20,Shock-and-normalize,ticker,BHARTIARTL,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,11:45:00,90,-175.909,105.5454,2.6062,3.0519,2.5242,0.4842,0.5416,-0.6157,1.7455,15,0.7129
Q-A-032-D20-T-BHARTIARTL-continuation,Q-A-032-D20-BHARTIARTL,continuation,Q-A,32,2026-08-26,D20,Shock-and-normalize,ticker,BHARTIARTL,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,30,-59.9091,-26.9591,2.7111,3.8901,3.0319,0.4525,0.6806,-0.5411,2.31,60,0.1324
Q-A-032-D20-T-BPCL-positive_shock,Q-A-032-D20-BPCL,positive_shock,Q-A,32,2026-08-26,D20,Shock-and-normalize,ticker,BPCL,earnings_beat,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:00:00,45,76.6238,2.6989,3.6868,2.6994,2.998,0.7671,0.2574,0.67,1.5902,60,0.3676
Q-A-032-D20-T-BPCL-negative_shock,Q-A-032-D20-BPCL,negative_shock,Q-A,32,2026-08-26,D20,Shock-and-normalize,ticker,BPCL,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:15:00,90,-217.0144,20.2356,2.6533,2.5945,2.6264,0.4923,0.7749,-0.681,1.7635,60,0.4844
Q-A-032-D20-T-BPCL-quick_recovery,Q-A-032-D20-BPCL,quick_recovery,Q-A,32,2026-08-26,D20,Shock-and-normalize,ticker,BPCL,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:00:00,45,-130.7205,78.4323,4.7071,2.434,3.7119,0.4175,0.8046,-0.5662,2.5326,15,0.8145
Q-A-032-D20-T-BPCL-continuation,Q-A-032-D20-BPCL,continuation,Q-A,32,2026-08-26,D20,Shock-and-normalize,ticker,BPCL,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:00:00,60,-161.5482,-72.6967,4.4044,2.7,3.4155,0.5461,0.7757,-0.4938,2.1297,90,0.139
Q-A-032-D20-T-BRITANNIA-positive_shock,Q-A-032-D20-BRITANNIA,positive_shock,Q-A,32,2026-08-26,D20,Shock-and-normalize,ticker,BRITANNIA,earnings_miss,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,11:45:00,45,175.004,-29.0545,3.7562,3.2878,2.8352,0.6301,0.28,0.633,2.776,15,0.4888
