label_file,read_status,horizon_sec,trade_date,exchange,symbol,split_role,rows,missing_required_columns,forbidden_columns,bucket_monotonic_violations,duplicate_bucket_rows,split_role_mismatch_rows,test_role_rows,label_available_fraction,audit_pass
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=JUNIORBEES\receive_flow_labels.parquet,ok,1,2026-07-13,NSE,JUNIORBEES,validation,11802,,,0,0,0,0,0.9999152685985426,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=KOTAKBANK\receive_flow_labels.parquet,ok,1,2026-07-13,NSE,KOTAKBANK,validation,9403,,,0,0,0,0,0.9998936509624587,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=LT\receive_flow_labels.parquet,ok,1,2026-07-13,NSE,LT,validation,11479,,,0,0,0,0,0.9999128843975956,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=M&M\receive_flow_labels.parquet,ok,1,2026-07-13,NSE,M&M,validation,14146,,,0,0,0,0,0.9999293086384844,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=MARUTI\receive_flow_labels.parquet,ok,1,2026-07-13,NSE,MARUTI,validation,15407,,,0,0,0,0,0.9999350944375933,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=NESTLEIND\receive_flow_labels.parquet,ok,1,2026-07-13,NSE,NESTLEIND,validation,9036,,,0,0,0,0,0.9998893315626384,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=NIFTYBEES\receive_flow_labels.parquet,ok,1,2026-07-13,NSE,NIFTYBEES,validation,13040,,,0,0,0,0,0.9999233128834356,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=ONGC\receive_flow_labels.parquet,ok,1,2026-07-13,NSE,ONGC,validation,10645,,,0,0,0,0,0.9999060591827149,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=RELIANCE\receive_flow_labels.parquet,ok,1,2026-07-13,NSE,RELIANCE,validation,13220,,,0,0,0,0,0.9999243570347958,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=SBIN\receive_flow_labels.parquet,ok,1,2026-07-13,NSE,SBIN,validation,13085,,,0,0,0,0,0.999923576614444,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=SUNPHARMA\receive_flow_labels.parquet,ok,1,2026-07-13,NSE,SUNPHARMA,validation,9573,,,0,0,0,0,0.9998955395382848,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=TCS\receive_flow_labels.parquet,ok,1,2026-07-13,NSE,TCS,validation,16807,,,0,0,0,0,0.9999405009817338,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=TECHM\receive_flow_labels.parquet,ok,1,2026-07-13,NSE,TECHM,validation,11317,,,0,0,0,0,0.9999116373597243,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=ULTRACEMCO\receive_flow_labels.parquet,ok,1,2026-07-13,NSE,ULTRACEMCO,validation,6784,,,0,0,0,0,0.9998525943396226,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=WIPRO\receive_flow_labels.parquet,ok,1,2026-07-13,NSE,WIPRO,validation,11491,,,0,0,0,0,0.9999129753720303,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=ADANIPORTS\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,ADANIPORTS,test_untouched,9871,,,0,0,0,9871,0.9998986931415257,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=AXISBANK\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,AXISBANK,test_untouched,12369,,,0,0,0,12369,0.9998383054410219,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,BAJAJ-AUTO,test_untouched,15119,,,0,0,0,15119,0.9999338580593955,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=BANKBEES\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,BANKBEES,test_untouched,12042,,,0,0,0,12042,0.9997508719481814,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=BHARTIARTL\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,BHARTIARTL,test_untouched,13068,,,0,0,0,13068,0.9999234771962044,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=BPCL\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,BPCL,test_untouched,8730,,,0,0,0,8730,0.9997709049255441,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=BRITANNIA\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,BRITANNIA,test_untouched,8238,,,0,0,0,8238,0.9998786113134256,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=CIPLA\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,CIPLA,test_untouched,8978,,,0,0,0,8978,0.9998886166184006,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=DRREDDY\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,DRREDDY,test_untouched,8456,,,0,0,0,8456,0.9998817407757805,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=GOLDBEES\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,GOLDBEES,test_untouched,9933,,,0,0,0,9933,0.9997986509614416,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=HCLTECH\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,HCLTECH,test_untouched,15678,,,0,0,0,15678,0.9998724327082537,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=HDFCBANK\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,HDFCBANK,test_untouched,15864,,,0,0,0,15864,0.9999369641956631,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=HINDUNILVR\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,HINDUNILVR,test_untouched,10846,,,0,0,0,10846,0.9999078001106398,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=ICICIBANK\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,ICICIBANK,test_untouched,13574,,,0,0,0,13574,0.9999263297480477,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=INFY\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,INFY,test_untouched,15629,,,0,0,0,15629,0.9999360163798068,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=ITBEES\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,ITBEES,test_untouched,6618,,,0,0,0,6618,0.9995466908431551,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=ITC\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,ITC,test_untouched,12350,,,0,0,0,12350,0.9998380566801619,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=JUNIORBEES\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,JUNIORBEES,test_untouched,11963,,,0,0,0,11963,0.9997492267825796,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=KOTAKBANK\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,KOTAKBANK,test_untouched,11204,,,0,0,0,11204,0.99982149232417,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=LT\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,LT,test_untouched,12561,,,0,0,0,12561,0.9999203885041,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=M&M\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,M&M,test_untouched,13068,,,0,0,0,13068,0.9999234771962044,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=MARUTI\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,MARUTI,test_untouched,11008,,,0,0,0,11008,0.9999091569767442,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=NESTLEIND\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,NESTLEIND,test_untouched,9368,,,0,0,0,9368,0.9998932536293766,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=NIFTYBEES\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,NIFTYBEES,test_untouched,11590,,,0,0,0,11590,0.9997411561691113,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=ONGC\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,ONGC,test_untouched,10278,,,0,0,0,10278,0.9999027048063825,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=RELIANCE\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,RELIANCE,test_untouched,13625,,,0,0,0,13625,0.9998532110091743,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=SBIN\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,SBIN,test_untouched,12764,,,0,0,0,12764,0.9998433093074272,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=SUNPHARMA\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,SUNPHARMA,test_untouched,11509,,,0,0,0,11509,0.9999131114779738,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=TCS\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,TCS,test_untouched,15792,,,0,0,0,15792,0.9999366767983789,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=TECHM\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,TECHM,test_untouched,11095,,,0,0,0,11095,0.9999098693105002,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=ULTRACEMCO\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,ULTRACEMCO,test_untouched,7965,,,0,0,0,7965,0.9998744507219084,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=WIPRO\receive_flow_labels.parquet,ok,1,2026-07-14,NSE,WIPRO,test_untouched,9396,,,0,0,0,9396,0.9997871434653044,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=ADANIPORTS\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,ADANIPORTS,unassigned,10123,,,0,0,0,0,0.9999012150548257,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=AXISBANK\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,AXISBANK,unassigned,15634,,,0,0,0,0,0.9999360368427785,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,BAJAJ-AUTO,unassigned,14797,,,0,0,0,0,0.9999324187335271,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=BANKBEES\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,BANKBEES,unassigned,12146,,,0,0,0,0,0.9997530051045612,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,BHARTIARTL,unassigned,11420,,,0,0,0,0,0.9999124343257443,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,BPCL,unassigned,8175,,,0,0,0,0,0.9998776758409786,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=BRITANNIA\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,BRITANNIA,unassigned,6463,,,0,0,0,0,0.9998452730929909,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=CIPLA\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,CIPLA,unassigned,8702,,,0,0,0,0,0.9998850838887612,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=DRREDDY\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,DRREDDY,unassigned,7818,,,0,0,0,0,0.9998720900486058,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=GOLDBEES\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,GOLDBEES,unassigned,9171,,,0,0,0,0,0.9996728819103696,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=HCLTECH\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,HCLTECH,unassigned,10358,,,0,0,0,0,0.9999034562656883,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=HDFCBANK\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,HDFCBANK,unassigned,15203,,,0,0,0,0,0.999934223508518,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=HINDUNILVR\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,HINDUNILVR,unassigned,9061,,,0,0,0,0,0.9998896369054189,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=ICICIBANK\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,ICICIBANK,unassigned,14980,,,0,0,0,0,0.9999332443257677,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=INFY\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,INFY,unassigned,15271,,,0,0,0,0,0.9999345164036408,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=ITBEES\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,ITBEES,unassigned,6727,,,0,0,0,0,0.9995540359744314,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=ITC\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,ITC,unassigned,9670,,,0,0,0,0,0.9998965873836608,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=JUNIORBEES\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,JUNIORBEES,unassigned,14353,,,0,0,0,0,0.9997909844631784,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=KOTAKBANK\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,KOTAKBANK,unassigned,9572,,,0,0,0,0,0.9998955286251567,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=LT\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,LT,unassigned,13054,,,0,0,0,0,0.9999233951279302,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=M&M\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,M&M,unassigned,14536,,,0,0,0,0,0.9999312052834343,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=MARUTI\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,MARUTI,unassigned,11030,,,0,0,0,0,0.999909338168631,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=NESTLEIND\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,NESTLEIND,unassigned,7020,,,0,0,0,0,0.9998575498575498,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=NIFTYBEES\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,NIFTYBEES,unassigned,13048,,,0,0,0,0,0.999770079705702,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=ONGC\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,ONGC,unassigned,10933,,,0,0,0,0,0.9999085337967621,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=RELIANCE\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,RELIANCE,unassigned,13692,,,0,0,0,0,0.999926964650891,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=SBIN\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,SBIN,unassigned,14130,,,0,0,0,0,0.999929228591649,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=SUNPHARMA\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,SUNPHARMA,unassigned,11790,,,0,0,0,0,0.9999151823579304,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=TCS\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,TCS,unassigned,15134,,,0,0,0,0,0.9999339236156998,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=TECHM\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,TECHM,unassigned,12409,,,0,0,0,0,0.9999194133290353,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=ULTRACEMCO\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,ULTRACEMCO,unassigned,9876,,,0,0,0,0,0.9998987444309437,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=WIPRO\receive_flow_labels.parquet,ok,1,2026-07-15,NSE,WIPRO,unassigned,9447,,,0,0,0,0,0.9998941462898274,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=ADANIPORTS\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,ADANIPORTS,unassigned,10221,,,0,0,0,0,0.9999021622150475,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=AXISBANK\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,AXISBANK,unassigned,10954,,,0,0,0,0,0.9999087091473434,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,BAJAJ-AUTO,unassigned,11216,,,0,0,0,0,0.9999108416547788,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=BANKBEES\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,BANKBEES,unassigned,13926,,,0,0,0,0,0.9997845756139595,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=BHARTIARTL\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,BHARTIARTL,unassigned,11104,,,0,0,0,0,0.9999099423631124,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=BPCL\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,BPCL,unassigned,8956,,,0,0,0,0,0.9998883430102724,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=BRITANNIA\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,BRITANNIA,unassigned,8889,,,0,0,0,0,0.9998875014062324,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=CIPLA\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,CIPLA,unassigned,7853,,,0,0,0,0,0.9998726601298866,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=DRREDDY\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,DRREDDY,unassigned,9393,,,0,0,0,0,0.9998935377408709,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=GOLDBEES\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,GOLDBEES,unassigned,9124,,,0,0,0,0,0.9996711968434897,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=HCLTECH\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,HCLTECH,unassigned,11916,,,0,0,0,0,0.9999160792212152,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=HDFCBANK\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,HDFCBANK,unassigned,14730,,,0,0,0,0,0.9999321113374067,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=HINDUNILVR\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,HINDUNILVR,unassigned,9790,,,0,0,0,0,0.9998978549540347,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=ICICIBANK\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,ICICIBANK,unassigned,13218,,,0,0,0,0,0.9999243455893478,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=INFY\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,INFY,unassigned,15265,,,0,0,0,0,0.9999344906649198,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=ITBEES\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,ITBEES,unassigned,7341,,,0,0,0,0,0.9995913363302003,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=ITC\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,ITC,unassigned,15577,,,0,0,0,0,0.9999358027861591,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=JUNIORBEES\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,JUNIORBEES,unassigned,14826,,,0,0,0,0,0.999797652772157,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=KOTAKBANK\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,KOTAKBANK,unassigned,11770,,,0,0,0,0,0.9999150382327953,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=LT\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,LT,unassigned,15916,,,0,0,0,0,0.9999371701432521,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=M&M\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,M&M,unassigned,14879,,,0,0,0,0,0.9999327911822031,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=MARUTI\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,MARUTI,unassigned,13273,,,0,0,0,0,0.9999246590823476,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=NESTLEIND\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,NESTLEIND,unassigned,7417,,,0,0,0,0,0.9998651745988945,1
derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-16\exchange=NSE\symbol=NIFTYBEES\receive_flow_labels.parquet,ok,1,2026-07-16,NSE,NIFTYBEES,unassigned,12013,,,0,0,0,0,0.999750270540248,1
